FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2015/3,2015/6,2015/9,2015/12,2016/3,2016/6,2016/9,2016/12,2017/3,2017/6,2017/9,2017/12,2018/3,2018/6,2018/9,2018/12,2019/3,2019/6,2019/9,2019/12,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1AFC,6.1.2 Diğer,6.1.2 Other,129026091000,136261102000,146309437000,145605450000,147563582000,153995375000,153916752000,168086079000,174607881000,176726811000,181640474000,190346858000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AFD,6.2 Takipteki Krediler,6.3 Loans Under Follow-Up,4920779000,5276293000,5697009000,6131740000,6609398000,7148576000,7838242000,8706143000,8633912000,8235091000,8390134000,9024397000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AFE,6.3 Özel Karşılıklar (-),6.4 Specific Provisions (-),3438582000,3788034000,4143928000,4626667000,5067185000,5483580000,6028638000,6588183000,6614701000,6285806000,6543128000,6946530000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AG,VII. FAKTORİNG ALACAKLARI,VII. FACTORING RECEIVABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6980000,95337000,114496000,33126000,81472000,647401000,702179000,19829000,184474000,701421000,295436000,300121000,466919000,734021000,840882000,709312000,1241292000,1673103000,2099945000,1795361000,806039000,974531000,763319000,621849000,1067097000,1185208000,1146356000,579780000,620796000,YKBNK
1AH,VIII. VADEYE KADAR ELDE TUTULACAK YATIRIMLAR (Net),VIII. HELD TO MATURITY INVESTMENT (Net),5386066000,5494823000,6143229000,6389632000,6541695000,6698263000,8824382000,10664551000,10803728000,10675362000,11019313000,13030911000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AHA,8.1 Devlet Borçlanma Senetleri,8.1 Government Debt Securities,5386066000,5494823000,6143229000,6389632000,6541695000,6698263000,8824382000,10664551000,10803728000,10675362000,11019313000,13030911000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AHB,8.2 Diğer Menkul Değerler,8.2 Other Marketable Securities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AI,IX. İŞTİRAKLER (Net),IX. INVESTMENTS AND ASSOCIATES (Net),47907000,329261000,366644000,342643000,345284000,356264000,384794000,441646000,483118000,492569000,500325000,533887000,579479000,653904000,880085000,790241000,836543000,878525000,849141000,908358000,993852000,1059778000,1237713000,1214883000,1292581000,1381868000,1390669000,2089190000,2279944000,2516304000,2712418000,2910408000,3229285000,4344832000,4897586000,6208730000,6797455000,7170605000,8082911000,7858464000,8855903000,10463605000,11049484000,YKBNK
1AIA,9.1 Özkaynak Yöntemine Göre Muhasebeleştirilenler,9.1 Accounted With Equity Method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AIB,9.2 Konsolide Edilmeyenler,9.2 Non-Consolidated Investments And Associates,47907000,329261000,366644000,342643000,345284000,356264000,384794000,441646000,483118000,492569000,500325000,533887000,579479000,653904000,880085000,790241000,836543000,878525000,849141000,908358000,993852000,1059778000,1237713000,1214883000,1292581000,1381868000,1390669000,2089190000,2279944000,2516304000,2712418000,2910408000,3229285000,4344832000,4897586000,6208730000,6797455000,7170605000,8082911000,7858464000,8855903000,10463605000,11049484000,YKBNK
1AIC,9.2.1 Mali İştirakler,9.2.1 Financial Investments And Associates,43404000,324758000,362141000,338140000,340781000,351761000,380291000,437143000,478615000,488066000,495822000,529384000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AID,9.2.2 Mali Olmayan İştirakler,9.2.2 Non-Financial Investments And Associates,4503000,4503000,4503000,4503000,4503000,4503000,4503000,4503000,4503000,4503000,4503000,4503000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AJ,X. BAĞLI ORTAKLIKLAR  (Net),X. SUBSIDIARIES (Net),2371548000,3445010000,3707056000,3621736000,3646584000,3762414000,3942325000,4233024000,4360950000,4506337000,4727654000,4807364000,4923299000,5295559000,6276008000,5978554000,6177903000,6477631000,6490517000,6896253000,7269519000,7745264000,8696403000,8818958000,9544462000,10102515000,10416805000,13117919000,14439866000,14859361000,16046444000,17938049000,19385760000,25109591000,27780581000,31558197000,35071652000,37949848000,45604477000,47466897000,51928859000,61006582000,67229761000,YKBNK
1AJA,10.1 Konsolide Edilmeyen Mali Ortaklıklar,10.1 Financial Subsidiaries,2369248000,3437710000,3699756000,3614436000,3639284000,3755114000,3935025000,4225724000,4353650000,4499037000,4720354000,4800064000,4915999000,5288259000,6268708000,5971254000,6170603000,6470331000,6483217000,6888953000,7262219000,7737964000,8689103000,8811658000,9537162000,10095215000,10409505000,13110619000,14407551000,14827045000,16014128000,17905733000,19353444000,25077275000,27748265000,31525881000,35039336000,37917532000,45572161000,47434581000,51896543000,60974266000,66572445000,YKBNK
1AJB,10.2 Konsolide Edilmeyen Mali Olmayan Ortaklıklar,10.2 Non-Financial Subsidiaries,2300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,7300000,32315000,32316000,32316000,32316000,32316000,32316000,32316000,32316000,32316000,32316000,32316000,32316000,32316000,32316000,657316000,YKBNK
1AK,XI. BİRLİKTE KONTROL EDİLEN ORTAKLIKLAR (İŞ ORTAKLIKLARI) (Net),XI. JOINT VENTURES (BUSINESS PARTNERS) (Net),19623000,18658000,18300000,20851000,19394000,18892000,18328000,18114000,18131000,18185000,18318000,18386000,19278000,18398000,18346000,21165000,20940000,20933000,21080000,22315000,22161000,22082000,22217000,22874000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AKA,11.1 Özkaynak Yöntemine Göre Muhasebeleştirilenler,11.1 Accounted With Eequity Method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AKB,11.2 Konsolide Edilmeyenler,11.2 Non-Consolidated Jointly Controlled Associates,19623000,18658000,18300000,20851000,19394000,18892000,18328000,18114000,18131000,18185000,18318000,18386000,19278000,18398000,18346000,21165000,20940000,20933000,21080000,22315000,22161000,22082000,22217000,22874000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AKC,11.2.1 Mali Ortaklıklar,11.2.1 Financial Jointly Controlled Associates,19623000,18658000,18300000,20851000,19394000,18892000,18328000,18114000,18131000,18185000,18318000,18386000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AKD,11.2.2 Mali Olmayan Ortaklıklar,11.2.2 Non-Financial Jointly Controlled Associates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AL,XII. KİRALAMA İŞLEMLERİNDEN ALACAKLAR,XII. RECEIVABLES FROM LEASING TRANSACTIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1ALA,12.1 Finansal Kiralama Alacakları,12.1 Gross Finance Lease Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1ALB,12.2 Faaliyet Kiralaması Alacakları,12.2 Operational Lease Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1ALC,12.3 Diğer,12.3 Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1ALD,12.4 Kazanılmamış Gelirler (-),12.4 Unearned Income (-),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AM,XIII. RİSKTEN KORUNMA AMAÇLI TÜREV FİNANSAL VARLIKLAR,XIII. DERIVATIVE FINANCIAL ASSETS FOR HEDGE PURPOSES,511325000,737874000,1192070000,955127000,666309000,447258000,476471000,1168936000,1370474000,976115000,1037135000,1688395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AMA,13.1 Gerçeğe Uygun Değer Riskinden Korunma Amaçlılar,13.1 Hedging For Fair Value Risk,268878000,182245000,274848000,251230000,182523000,118386000,140070000,205519000,208962000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AMB,13.2 Nakit Akış Riskinden Korunma Amaçlılar,13.2 Hedging For Cash Flow Risk,242447000,555629000,917222000,703897000,483786000,328872000,336401000,963417000,1161512000,976115000,1037135000,1688395000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AMC,13.3 Yurtdışındaki Net Yatırım Riskinden Korunma Amaçlılar,13.3 Hedging For Net Investments Risk in Abroad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AN,XIV. MADDİ DURAN VARLIKLAR (Net),XIV. PROPERTY AND EQUIPMENT (Net),2006584000,2684201000,2669820000,2693901000,2748849000,2691336000,2656321000,2653825000,2612083000,2609537000,2582219000,2572976000,2560839000,3145603000,3170436000,3270211000,4164623000,4252839000,4266286000,4281326000,4284206000,4391175000,4419335000,4474095000,4464019000,4533928000,4558439000,4851380000,4873562000,9073227000,9373885000,9846677000,10090654000,10751763000,11259832000,18440991000,23335722000,24341313000,29182281000,30310339000,34816655000,35923224000,41273290000,YKBNK
1AO,XV. MADDİ OLMAYAN DURAN VARLIKLAR (Net),XV. INTANGIBLE ASSETS (Net),1426396000,1427978000,1447476000,1489434000,1491614000,1493343000,1491265000,1523961000,1528301000,1547379000,1578519000,1626850000,1633928000,1658647000,1670227000,1749439000,1779225000,1797594000,1806172000,1845101000,1829315000,1840073000,1865948000,1916463000,1911716000,1940009000,1954847000,2001661000,2069540000,2068068000,2057302000,1206951000,1219847000,1474499000,1560082000,1795385000,2016198000,2277816000,2507899000,2938383000,3741710000,3933254000,4209246000,YKBNK
1AOA,15.1 Şerefiye,17.1 Goodwill,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,979493000,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AOB,15.2 Diğer,17.2 Other,446903000,448485000,467983000,509941000,512121000,513850000,511772000,544468000,548808000,567886000,599026000,647357000,654435000,679154000,690734000,769946000,799732000,818101000,826679000,865608000,849822000,860580000,886455000,936970000,932223000,960516000,975354000,1022168000,1090047000,1088575000,1077809000,1206951000,1219847000,1474499000,1560082000,1795385000,2016198000,2277816000,2507899000,2938383000,3741710000,3933254000,4209246000,YKBNK
1AP,XVI. YATIRIM AMAÇLI GAYRİMENKULLER (Net),XVI. REAL ESTATES FOR INVESTMENT PURPOSE (Net),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AR,XVII. VERGİ VARLIĞI,XVII. TAX ASSETS,0,0,145833000,0,0,11220000,65036000,97812000,0,0,0,0,346036000,92467000,118021000,569635000,676253000,1194290000,1900517000,1980629000,2216066000,2961858000,2735712000,3563486000,2849231000,2769419000,2845185000,3484572000,10154986000,5377821000,5464255000,5146976000,6349312000,5642487000,2967093000,8665381000,8488187000,15075168000,16492533000,17043061000,16501501000,12113730000,8899116000,YKBNK
1ARA,17.1 Cari Vergi Varlığı,17.1 Current Tax Assets,0,0,145833000,0,0,0,0,97812000,0,0,0,0,0,0,118021000,0,0,0,0,0,0,0,0,0,2028000,0,0,0,0,44852000,0,0,0,2120525000,0,0,0,0,4227681000,4228487000,5009195000,4555655000,4301043000,YKBNK
1ARB,17.2 Ertelenmiş Vergi Varlığı,17.2 Deferred Tax Assets,0,0,0,0,0,11220000,65036000,0,0,0,0,0,346036000,92467000,0,569635000,676253000,1194290000,1900517000,1980629000,2216066000,2961858000,2735712000,3563486000,2847203000,2769419000,2845185000,3484572000,10154986000,5332969000,5464255000,5146976000,6349312000,3521962000,2967093000,8665381000,8488187000,15075168000,12264852000,12814574000,11492306000,7558075000,4598073000,YKBNK
1AS,XVIII. SATIŞ AMAÇLI  FAALİYETLERE İLİŞKİN DUV,XVIII. PROPERTY AND EQU. OPER.(Net),148937000,150708000,152572000,151010000,143371000,152694000,180729000,159974000,155586000,163162000,177405000,202019000,204801000,233874000,252247000,288349000,313928000,326235000,335428000,320059000,288890000,936437000,791883000,709869000,1361419000,1373594000,1305332000,1327210000,1282124000,1152465000,1039091000,1035873000,1021626000,1015783000,1034440000,1026089000,1038128000,360209000,330743000,560098000,589156000,1005287000,1167065000,YKBNK
1ASA,18.1 Satış Amaçlı,18.1 Held For Sale Purpose,148937000,150708000,152572000,151010000,143371000,152694000,180729000,159974000,155586000,163162000,177405000,202019000,204801000,233874000,252247000,288349000,313928000,326235000,335428000,320059000,288890000,936437000,791883000,709869000,1361419000,1373594000,1305332000,1327210000,1282124000,1152465000,1039091000,1035873000,1021626000,1015783000,1034440000,1026089000,1038128000,360209000,330743000,560098000,589156000,1005287000,1167065000,YKBNK
1ASB,18.2 Durdurulan Faaliyetlere İlişkin,18.2 Held From Terminated Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
1AT,XIX. DİĞER AKTİFLER,XIX. OTHER ASSETS,2562432000,3068086000,3454128000,2790320000,3121648000,4001007000,4101516000,4105731000,4087033000,4676651000,3538924000,4432138000,5400066000,6990125000,12723722000,9295653000,10785123000,14248533000,13693059000,12707584000,20791930000,16758664000,21777588000,19051878000,18669803000,20148066000,19942330000,39347072000,35313276000,50034762000,62934699000,66872334000,72851073000,82839444000,85203684000,91643260000,104238619000,128849825000,140902251000,141449328000,148732028000,175506181000,180398197000,YKBNK
1Z,AKTİF TOPLAMI,TOTAL ASSETS,201124393000,208895383000,232248063000,220369420000,223065688000,229653203000,231166786000,252819538000,262133484000,265125006000,272366145000,297810320000,304655323000,338353444000,390170276000,348043591000,368998792000,384655618000,373282809000,387495827000,412261820000,420165792000,468591854000,459694058000,504876997000,521003375000,559014816000,736769766000,815680588000,930018636000,1029883924000,1108093593000,1167470563000,1378168972000,1564789427000,1738651135000,2010767453000,2178172997000,2330974595000,2380585799000,2543778326000,2806307230000,3040766954000,YKBNK
2A,I. MEVDUAT,I. DEPOSITS,117709887000,122922219000,132604195000,126908893000,133627744000,134369417000,135634248000,154274856000,159762230000,159330098000,160451069000,169347217000,174095711000,185603752000,211023507000,202549136000,213211978000,217578024000,210943701000,222790118000,244170734000,240347680000,264072582000,254280156000,281823792000,283286063000,311451845000,401095416000,449871567000,497065802000,605190520000,672765318000,754640832000,903371651000,946656588000,1036469933000,1165701741000,1231819331000,1266971011000,1267908429000,1417713147000,1530493521000,1630675198000,YKBNK
2AA,1.1 Bankanın Dahil Olduğu Risk Grubunun Mevduatı,1.1 Deposits Held By The Bank's Risk Group,16050396000,15765731000,16580279000,15681671000,19749600000,18629106000,20688848000,22335103000,25381329000,21880385000,21618513000,26101378000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
2AB,1.2 Diğer,1.2 Other,101659491000,107156488000,116023916000,111227222000,113878144000,115740311000,114945400000,131939753000,134380901000,137449713000,138832556000,143245839000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
2B,II. ALIM SATIM AMAÇLI TÜREV FİNANSAL BORÇLAR,II. TRADING DERIVATIVE FINANCIAL LIABILITIES,2076228000,1791270000,3191927000,1853506000,1732327000,1656072000,1235410000,2525526000,2286282000,1875580000,2405375000,3837904000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,YKBNK
