FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2015/3,2015/6,2015/9,2015/12,2016/3,2016/6,2016/9,2016/12,2017/3,2017/6,2017/9,2017/12,2018/3,2018/6,2018/9,2018/12,2019/3,2019/6,2019/9,2019/12,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1ABC,2.2.3 Krediler,2.2.3 Loans,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1ABD,2.2.4 Diğer Menkul Değerler,2.2.4 Other Marketable Securities,0,0,0,0,0,0,0,0,0,0,0,0,10591000,15743000,16301000,66205000,66094000,15156000,15415000,16557000,16790000,40795000,41614000,28791000,69096000,72678000,0,122711000,94243000,89710000,214031000,181000000,3598579000,4637622000,4244618000,3395334000,2854840000,2817352000,2169211000,1373073000,4161955000,8041923000,8884506000,HALKB
1AC,III. BANKALAR,III. BANKS,1308508000,2468237000,4590749000,2513285000,1827098000,852396000,809814000,1661030000,1816015000,2810753000,3984942000,6093940000,5295376000,4951475000,6533418000,5140743000,2565458000,2827011000,3646329000,3750467000,3235374000,2219109000,3567271000,2555576000,3506840000,3063427000,2483604000,3534265000,5000459000,9147290000,8095145000,7177130000,8393478000,11064769000,13573325000,15824137000,14580817000,23682513000,20143868000,26970414000,24477795000,28044285000,34187429000,HALKB
1AD,IV. PARA PİYASALARINDAN ALACAKLAR,IV. RECEIVABLES FROM MONEY MARKETS,0,0,0,0,159420000,0,0,0,0,0,0,1258647000,3837647000,0,1219674000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1ADA,4.1 Bankalararası Para Piyasasından Alacaklar,4.1 Interbank Money Market Placements,0,0,0,0,159420000,0,0,0,0,0,0,1258647000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1ADB,4.2 İMKB Takasbank Piyasasından Alacaklar,4.2 Receivables From Istanbul Stock Exchange Money Market,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1ADC,4.3 Ters Repo İşlemlerinden Alacaklar,4.3 Receivables From Reverse Repurchase Agreements,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AE,V. SATILMAYA HAZIR FİNANSAL VARLIKLAR (Net),V.AVAILABLE VAILABLE FOR SALE FINANCIAL ASSETS (Net),9231564000,10330407000,10739945000,11208993000,11856860000,12547004000,14044117000,14989927000,16307866000,16769098000,17192585000,17089549000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AEA,5.1 Sermayede Payı Temsil Eden Menkul Değerler,5.1 Securities Representing Share in Equity,67292000,65262000,64772000,160748000,163117000,91558000,92398000,100594000,109080000,115640000,118213000,123806000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AEB,5.2 Devlet Borçlanma Senetleri,5.2 Government Debt Securities,9164272000,10265145000,10675173000,11048245000,11693743000,12455446000,13951719000,14889333000,16198786000,16653458000,17074372000,16965743000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AEC,5.3 Diğer Menkul Değerler,5.3 Other Marketable Securities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AF,VI. KREDİLER,VI. LOANS,108379540000,117460480000,126449521000,126744977000,132720239000,138917207000,144612385000,158354333000,168446709000,180456120000,194172550000,203464477000,215885893000,237596040000,263809280000,259074226000,281982126000,286819344000,304512439000,309208101000,347943138000,424503686000,453924101000,449745215000,453478616000,464885552000,462949978000,539588028000,585404175000,661198368000,742359732000,842617528000,1002033382000,1213043585000,1251261438000,1270544675000,1327059592000,1367663883000,1445801192000,1461695826000,1545546109000,1675840422000,1815787313000,HALKB
1AFA,6.1 Krediler,6.1 Short Term,107095678000,116557053000,125523887000,125799124000,131717114000,137879687000,143461612000,157178296000,167130112000,179100478000,192753197000,202137152000,215885893000,237596040000,263809280000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1270544675000,0,0,0,1461695826000,1545546109000,1675840422000,1815787313000,HALKB
1AFB,6.1.1 Bankanın Dahil Olduğu Risk Grubuna Kullandırılan Krediler,6.1.1 Loans Granted To The Bank's Risk Group,734038000,866467000,1020222000,1040418000,1086544000,1022516000,972851000,1078414000,1226263000,1191902000,1044078000,967161000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AFC,6.1.2 Diğer,6.1.2 Other,106361640000,115690586000,124503665000,124758706000,130630570000,136857171000,142488761000,156099882000,165903849000,177908576000,191709119000,201169991000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AFD,6.2 Takipteki Krediler,6.3 Loans Under Follow-Up,3746682000,3771741000,3871311000,3973738000,4136722000,4330101000,4624884000,5140082000,5570837000,5736359000,5943543000,6106597000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AFE,6.3 Özel Karşılıklar (-),6.4 Specific Provisions (-),2462820000,2868314000,2945677000,3027885000,3133597000,3292581000,3474111000,3964045000,4254240000,4380717000,4524190000,4779272000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AG,VII. FAKTORİNG ALACAKLARI,VII. FACTORING RECEIVABLES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AH,VIII. VADEYE KADAR ELDE TUTULACAK YATIRIMLAR (Net),VIII. HELD TO MATURITY INVESTMENT (Net),17116103000,16821702000,17116640000,16676797000,16538405000,15797095000,16756791000,18156182000,19157691000,20127473000,20989204000,21727169000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AHA,8.1 Devlet Borçlanma Senetleri,8.1 Government Debt Securities,17116103000,16821702000,17116640000,16676797000,16538405000,15797095000,16756791000,18156182000,19157691000,20127473000,20989204000,21727169000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AHB,8.2 Diğer Menkul Değerler,8.2 Other Marketable Securities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AI,IX. İŞTİRAKLER (Net),IX. INVESTMENTS AND ASSOCIATES (Net),92553000,229692000,258189000,227320000,228963000,229504000,239945000,268657000,280794000,290170000,299687000,332792000,354881000,388349000,502378000,438318000,453961000,472748000,450065000,507786000,575703000,604259000,707471000,752310000,845078000,896636000,837708000,1296997000,1429041000,1527274000,1584187000,1764937000,1984926000,2596258000,2649890000,3024545000,3219148000,3229918000,3495029000,3634228000,4025323000,4545696000,4570312000,HALKB
1AIA,9.1 Özkaynak Yöntemine Göre Muhasebeleştirilenler,9.1 Accounted With Equity Method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AIB,9.2 Konsolide Edilmeyenler,9.2 Non-Consolidated Investments And Associates,92553000,229692000,258189000,227320000,228963000,229504000,239945000,268657000,280794000,290170000,299687000,332792000,354881000,388349000,502378000,438318000,453961000,472748000,450065000,507786000,575703000,604259000,707471000,752310000,845078000,896636000,837708000,1296997000,1429041000,1527274000,1584187000,1764937000,1984926000,2596258000,2649890000,3024545000,3219148000,3229918000,3495029000,3634228000,4025323000,4545696000,4570312000,HALKB
1AIC,9.2.1 Mali İştirakler,9.2.1 Financial Investments And Associates,86234000,223373000,251869000,221000000,222644000,223184000,233625000,262337000,274474000,283850000,293367000,326472000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AID,9.2.2 Mali Olmayan İştirakler,9.2.2 Non-Financial Investments And Associates,6319000,6319000,6320000,6320000,6319000,6320000,6320000,6320000,6320000,6320000,6320000,6320000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AJ,X. BAĞLI ORTAKLIKLAR  (Net),X. SUBSIDIARIES (Net),2581838000,2618945000,2599790000,2685934000,2698813000,2644085000,2679493000,2877824000,2923910000,2988719000,2996178000,3626708000,3730434000,3783201000,4225524000,4332481000,4488845000,4628268000,4700547000,3241881000,3277920000,4239376000,4720960000,5497082000,5592910000,5858481000,5838348000,7665664000,8345888000,9239998000,10884419000,17941820000,15246845000,18665531000,21480994000,25248111000,28560475000,28728551000,30107206000,39624955000,42463190000,47099508000,84582622000,HALKB
1AJA,10.1 Konsolide Edilmeyen Mali Ortaklıklar,10.1 Financial Subsidiaries,2543979000,2581086000,2561931000,2647905000,2660784000,2606056000,2641464000,2836581000,2882667000,2947476000,2954935000,3574530000,3678256000,3731023000,4173346000,4275335000,4431699000,4571122000,4643401000,3157881000,3277920000,4239376000,4720960000,5497082000,5592910000,5858481000,5838348000,7665664000,8345888000,9234403000,10863074000,17841475000,15146500000,18565186000,21380649000,24650003000,28560475000,28728551000,30107206000,39624955000,42463190000,46999508000,84461375000,HALKB
1AJB,10.2 Konsolide Edilmeyen Mali Olmayan Ortaklıklar,10.2 Non-Financial Subsidiaries,37859000,37859000,37859000,38029000,38029000,38029000,38029000,41243000,41243000,41243000,41243000,52178000,52178000,52178000,52178000,57146000,57146000,57146000,57146000,84000000,0,0,0,0,0,0,0,0,0,5595000,21345000,100345000,100345000,100345000,100345000,598108000,0,0,0,0,0,100000000,121247000,HALKB
1AK,XI. BİRLİKTE KONTROL EDİLEN ORTAKLIKLAR (İŞ ORTAKLIKLARI) (Net),XI. JOINT VENTURES (BUSINESS PARTNERS) (Net),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AKA,11.1 Özkaynak Yöntemine Göre Muhasebeleştirilenler,11.1 Accounted With Eequity Method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AKB,11.2 Konsolide Edilmeyenler,11.2 Non-Consolidated Jointly Controlled Associates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AKC,11.2.1 Mali Ortaklıklar,11.2.1 Financial Jointly Controlled Associates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AKD,11.2.2 Mali Olmayan Ortaklıklar,11.2.2 Non-Financial Jointly Controlled Associates,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AL,XII. KİRALAMA İŞLEMLERİNDEN ALACAKLAR,XII. RECEIVABLES FROM LEASING TRANSACTIONS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1ALA,12.1 Finansal Kiralama Alacakları,12.1 Gross Finance Lease Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1ALB,12.2 Faaliyet Kiralaması Alacakları,12.2 Operational Lease Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1ALC,12.3 Diğer,12.3 Other,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1ALD,12.4 Kazanılmamış Gelirler (-),12.4 Unearned Income (-),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AM,XIII. RİSKTEN KORUNMA AMAÇLI TÜREV FİNANSAL VARLIKLAR,XIII. DERIVATIVE FINANCIAL ASSETS FOR HEDGE PURPOSES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AMA,13.1 Gerçeğe Uygun Değer Riskinden Korunma Amaçlılar,13.1 Hedging For Fair Value Risk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AMB,13.2 Nakit Akış Riskinden Korunma Amaçlılar,13.2 Hedging For Cash Flow Risk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AMC,13.3 Yurtdışındaki Net Yatırım Riskinden Korunma Amaçlılar,13.3 Hedging For Net Investments Risk in Abroad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AN,XIV. MADDİ DURAN VARLIKLAR (Net),XIV. PROPERTY AND EQUIPMENT (Net),1180628000,2233715000,2261173000,2099447000,2112576000,2130001000,2111887000,2314007000,2318445000,2335652000,2333937000,2535779000,2956271000,2981514000,3031643000,3147914000,3810741000,5936835000,6094035000,7537246000,7326273000,7373558000,7545632000,7877293000,8326886000,8217800000,8015314000,8317537000,8116735000,7978510000,8823882000,12068444000,11517246000,14739140000,15085429000,20048592000,20578880000,22751795000,24255451000,28314118000,38543096000,36300794000,37631738000,HALKB
1AO,XV. MADDİ OLMAYAN DURAN VARLIKLAR (Net),XV. INTANGIBLE ASSETS (Net),59298000,63193000,71591000,76951000,83055000,82749000,83964000,88593000,85384000,81879000,96958000,113685000,103758000,96359000,99094000,140250000,133371000,132177000,132200000,162053000,154168000,150410000,562122000,572925000,548938000,523289000,505577000,513936000,494122000,499383000,493568000,574468000,571459000,1222452000,1272143000,1498351000,1636178000,1812668000,2126608000,2592199000,2778817000,3672464000,3969000000,HALKB
1AOA,15.1 Şerefiye,17.1 Goodwill,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AOB,15.2 Diğer,17.2 Other,59298000,63193000,71591000,76951000,83055000,82749000,83964000,88593000,85384000,81879000,96958000,113685000,103758000,96359000,99094000,140250000,133371000,132177000,132200000,162053000,154168000,150410000,562122000,572925000,548938000,523289000,505577000,513936000,494122000,499383000,493568000,574468000,571459000,1222452000,1272143000,1498351000,1636178000,1812668000,2126608000,2592199000,2778817000,3672464000,3969000000,HALKB
1AP,XVI. YATIRIM AMAÇLI GAYRİMENKULLER (Net),XVI. REAL ESTATES FOR INVESTMENT PURPOSE (Net),0,0,0,365000000,364199000,363564000,363278000,363321000,362517000,361713000,360909000,358574000,357769000,356963000,356872000,356848000,356040000,355248000,354533000,356027000,355208000,354472000,354324000,353647000,352823000,353587000,354102000,359752000,358924000,359791000,360148000,1168528000,364569000,395860000,409227000,2675524000,2689622000,4100575000,4109298000,5077555000,5815000000,11247965000,15241671000,HALKB
1AR,XVII. VERGİ VARLIĞI,XVII. TAX ASSETS,137372000,0,0,0,0,0,0,0,0,0,0,0,0,5168000,9268000,6042000,3490000,1446000,0,0,0,269861000,621400000,326239000,333159000,90104000,48173000,157394000,3252559000,2653035000,4528752000,8437719000,8566643000,8500131000,9731242000,14361148000,26562396000,26323106000,25197600000,23587810000,27117843000,26996386000,27136390000,HALKB
1ARA,17.1 Cari Vergi Varlığı,17.1 Current Tax Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,5168000,9268000,6042000,3490000,1446000,0,0,0,0,621400000,326239000,333159000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76457000,HALKB
1ARB,17.2 Ertelenmiş Vergi Varlığı,17.2 Deferred Tax Assets,137372000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269861000,0,0,0,90104000,48173000,157394000,3252559000,2653035000,4528752000,8437719000,8566643000,8500131000,9731242000,14361148000,26562396000,26323106000,25197600000,23587810000,27117843000,26996386000,27059933000,HALKB
1AS,XVIII. SATIŞ AMAÇLI  FAALİYETLERE İLİŞKİN DUV,XVIII. PROPERTY AND EQU. OPER.(Net),1956000,1614000,1437000,1091000,549000,549000,549000,740000,740000,740000,740000,0,0,0,0,39377000,2000,2000,145601000,2576996000,2616198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1ASA,18.1 Satış Amaçlı,18.1 Held For Sale Purpose,1956000,1614000,1437000,0,549000,549000,549000,740000,740000,740000,740000,0,0,0,0,39377000,2000,2000,145601000,2576996000,2616198000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1ASB,18.2 Durdurulan Faaliyetlere İlişkin,18.2 Held From Terminated Operations,0,0,0,1091000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
1AT,XIX. DİĞER AKTİFLER,XIX. OTHER ASSETS,1203355000,1685425000,1718739000,1535243000,1769804000,2195770000,2177806000,1936946000,2569068000,2911466000,2338338000,1928383000,2377025000,2840739000,3760298000,3643082000,3132137000,2950703000,3643798000,2751529000,4208496000,5112768000,5276233000,3985415000,4309373000,5342621000,6380648000,6483746000,12169086000,11340964000,14877085000,18186975000,26480012000,31568429000,28642243000,28832305000,33222617000,35389958000,47999694000,52044626000,55812283000,83429398000,95627764000,HALKB
1Z,AKTİF TOPLAMI,TOTAL ASSETS,161272540000,175607532000,189685527000,187729350000,195328377000,200377177000,211319174000,231440818000,247830244000,264807529000,279726486000,305350648000,320139762000,348295842000,387323391000,378422055000,407034197000,428974072000,443499218000,457045401000,491214498000,595717133000,663674648000,680026095000,692884408000,716514831000,724242391000,901216593000,965287471000,1089906680000,1221622276000,1392948646000,1617921638000,1949743474000,2198165838000,2195286886000,2414878039000,2611039479000,2875672641000,3008249912000,3210103450000,3650044645000,4028954890000,HALKB
2A,I. MEVDUAT,I. DEPOSITS,106894143000,114989191000,122903161000,122145965000,125862183000,130470173000,137593905000,150262839000,157825075000,172286808000,185954346000,193227069000,200227400000,221319204000,239226521000,248855254000,269655305000,263580173000,284030354000,297734176000,327204978000,399932099000,440614713000,457286295000,471622803000,507253933000,534753925000,625904471000,673247500000,747073424000,905706306000,1060922531000,1269385754000,1519497955000,1772720575000,1872848005000,1973554976000,2161565149000,2334204330000,2381754384000,2623085999000,2972265712000,3167962991000,HALKB
2AA,1.1 Bankanın Dahil Olduğu Risk Grubunun Mevduatı,1.1 Deposits Held By The Bank's Risk Group,829652000,879207000,877385000,1019114000,1122441000,1334532000,1619429000,1733533000,1699232000,2480881000,2733528000,2857226000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
2AB,1.2 Diğer,1.2 Other,106064491000,114109984000,122025776000,121126851000,124739742000,129135641000,135974476000,148529306000,156125843000,169805927000,183220818000,190369843000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
2B,II. ALIM SATIM AMAÇLI TÜREV FİNANSAL BORÇLAR,II. TRADING DERIVATIVE FINANCIAL LIABILITIES,178940000,236782000,247657000,150706000,206461000,338618000,236298000,211848000,160457000,156225000,183074000,150522000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
2C,III. ALINAN KREDİLER,III. FUNDS BORROWED,13919129000,16835795000,21076420000,20261616000,19397580000,18711466000,17062244000,18968104000,18782684000,17585278000,15373895000,17018118000,15401631000,16477338000,18849571000,11916027000,11335055000,10987867000,10813753000,11016841000,11337995000,10973309000,11684914000,10386999000,10379358000,10210634000,9836818000,13545340000,13290758000,13547702000,13429262000,13422063000,12685221000,15881662000,15531137000,16991210000,21375573000,31383241000,45014370000,53015145000,66726543000,66161617000,88738758000,HALKB
2D,IV. PARA PİYASALARINA BORÇLAR,IV. FUNDS FROM MONEY MARKET,7920846000,9207825000,9767530000,8410266000,12413417000,11380639000,13842384000,17847063000,23649821000,24927072000,31396711000,34607984000,43531733000,40998084000,50705191000,38162061000,46485640000,66471232000,57940123000,53201044000,60309844000,77571880000,102843651000,103956420000,107710978000,92775476000,75669557000,139170003000,122644257000,170733856000,121303639000,102159168000,69637737000,143292602000,119768250000,20181798000,116965440000,124890362000,160400657000,246986727000,212583609000,214971260000,323128354000,HALKB
2DA,4.1 Bankalararası Para Piyasalarına Borçlar,4.1 Interbank Money Market Payables,0,600179000,0,100030000,800233000,0,1750401000,7003306000,21306890000,22907717000,26918157000,30277827000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
2DB,4.2 İMKB Takasbank Piyasasına Borçlar,4.2 Istanbul Stock Exchange Money Market Payables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HALKB
